SIGNATUR,KOMPONIST,EINORDNUNGSTITEL,300$a,590$b,RISM-ID,INDEX
Mus.2530,"Haydn, Joseph",Die Sieben Letzten Worte unseres Erlösers am Kr... - Hob XX:2,19 parts,"22, 22, 22, 21, 21, 21, 22, 21, 21, 20, 20, 20, 20, 20, 18, 18, 20, 20, 11f.",240002326,01
"","","",7 parts,"13, 13, 13, 13, 14, 14, 13f.","",02
Mus.2611b,"Haydn, Joseph","Quartets - Arr; fag, vl (2), vla, b; Hob III:1",5 parts,"2, 2, 2, 2, 2f.",240002327,01
Mus.2611a,"Haydn, Joseph","Quartets - vl (2), vla, b; Hob III:1",score: 6f.,"",240002328,01
"","","",4 parts,"2, 2, 2, 2f.","",02
Mus.2610,"Haydn, Joseph","Quartets - vl (2), vla, b; Hob III:2",4 parts,"2, 2, 2, 2f.",240002329,01
Mus.2609,"Haydn, Joseph","Quartets - vl (2), vla, b; Hob III:4",4 parts,"2, 2, 2, 2f.",240002330,01
Mus.2608a,"Haydn, Joseph","Quartets - vl (2), vla, b; Hob III:6",4 parts,"2, 2, 2, 2f.",240002331,01
Mus.2608b,"Haydn, Joseph","Quartets - vl (2), vla, b; Hob III:6",3 parts,"2, 2, 2f.",240002332,01
Mus.2600,"Haydn, Joseph","Quartets - vl (2), vla, b; Hob III:7",4 parts,"2, 2, 2, 2f.",240002333,01
Mus.2601,"Haydn, Joseph","Quartets - vl (2), vla, b; Hob III:8",4 parts,"2, 2, 2, 2f.",240002334,01
Mus.2603,"Haydn, Joseph","Quartets - vl (2), vla, b; Hob III:10",4 parts,"2, 2, 2, 2f.",240002335,01
Mus.2595,"Haydn, Joseph","Quartets - vl (2), vla, b; Hob III:12",4 parts,"2, 2, 2, 2f.",240002336,01
Mus.2614,"Haydn, Joseph","Quartets - vl (2), vla, b; Hob III:31",4 parts,"6, 6, 6, 6",240002337,01
Mus.2613,"Haydn, Joseph","Quartets - vl (2), vla, vlc; Hob III:32",4 parts,"7, 6, 6, 6f.",240002338,01
Mus.2615,"Haydn, Joseph","Quartets - vl (2), vla, b; Hob III:33",4 parts,"7, 6, 6, 6f.",240002339,01
Mus.2618,"Haydn, Joseph","Quartets - vl (2), vla, vlc; Hob III:34",4 parts,"7, 6, 6, 6f.",240002340,01
Mus.2616,"Haydn, Joseph","Quartets - vl (2), vla, b; Hob III:35",4 parts,"7, 6, 6, 6f.",240002341,01
Mus.2617,"Haydn, Joseph","Quartets - vl (2), vla, vlc; Hob III:36",4 parts,"7, 6, 6, 6f.",240002342,01
Mus.2598,"Haydn, Joseph","Quartets - vl (2), vla, b; Hob III:D3",4 parts,"2, 2, 2, 2f.",240002343,01
Mus.2623,"Haydn, Joseph","Die Schöpfung - Excerpts; Arr; V (2), cemb; Hob XXI:2/16c",short score: 6f.,"",240002344,01
Mus.2564,"Haydn, Joseph",Symphonies - Hob I:1,8 parts,"4, 4, 2, 2, 1, 1, 1, 1f.",240002345,01
Mus.2589,"Haydn, Joseph",Symphonies - Hob I:8,13 parts,"3, 3, 3, 4, 4, 4, 4, 2, 2, 2, 1, 1, 1f.",240002346,01
"","","",1 part,4f.,"",02
Mus.2569,"Haydn, Joseph",Symphonies - Hob I:9,8 parts,"2, 2, 1, 1, 2, 2, 1, 1f.",240002347,01
"","","",3 parts,"2, 2, 2f.","",02
Mus.2575,"Haydn, Joseph","Symphonies - strings, ob (2), cor (2); Hob I:26",8 parts,"4, 4, 4, 4, 2, 2, 2, 2f.",240002348,01
Mus.2568,"Haydn, Joseph",Symphonies - Hob I:27,9 parts,"2, 2, 2, 2, 2, 1, 1, 1, 2f",240002349,01
Mus.2550,"Haydn, Joseph",Symphonies - orch; Hob I:38,4 parts,"4, 1, 1, 1f.",240002350,01
"","","",2 parts,"4, 4f.","",02
"","","",7 parts,"4, 4, 4, 2, 2, 1, 1f.","",03
Mus.2562,"Haydn, Joseph",Symphonies - Hob I:39,10 parts,"8, 8, 6, 6, 4, 4, 2, 2, 1, 1f",240002351,01
"","","",1 part,8f.,"",02
Mus.2563,"Haydn, Joseph",Symphonies - Hob I:41,12 parts,"4, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1f.",240002352,01
"","","",1 part,4f.,"",02
"","","",1 part,2f.,"",03
"","","",1 part,4f.,"",04
Mus.2557,"Haydn, Joseph",Symphonies - Hob I:42,2 parts,"4, 4f.",240002353,01
"","","",3 parts,"4, 2, 2f.","",02
"","","",1 part,4f.,"",03
"","","",1 part,4f.,"",04
"","","",4 parts,"4, 4, 2, 2f.","",05
Mus.2581,"Haydn, Joseph",Symphonies - Hob I:45,11 parts,"6, 5, 7, 5, 5, 4, 2, 2,, 2, 2f.",240002354,01
Mus.2546,"Haydn, Joseph",Symphonies - Hob I:47,8 parts,"4, 4, 4, 4, 2, 2, 2, 2f.",240002355,01
"","","",2 parts,"4, 4f.","",02
Mus.2549,"Haydn, Joseph","Symphonies - strings, ob (2), cor (2); Hob I:49",7 parts,"6, 6, 4, 2, 2, 2, 2f.",240002356,01
"","","",part,5f.,"",02
"","","",2 parts,"4, 4f.","",03
Mus.2548,"Haydn, Joseph",Symphonies - Hob I:53A,11 parts,"7, 7, 6, 6, 4, 4, 5, 3, 3, 1f.",240002357,01
"","","",1 part,4f.,"",02
Mus.2560,"Haydn, Joseph",Symphonies - Hob I:54,11 parts,"4, 4, 3, 3, 2, 2, 2, 1, 2, 2, 2f.",240002358,01
"","","",2 parts,"5, 5f.","",02
Mus.2556,"Haydn, Joseph",Symphonies - Hob I:59,9 parts,"4, 4, 4, 4, 4, 2, 2, 2, 2f.",240002359,01
"","","",1 part,4f.,"",02
Mus.2578,"Haydn, Joseph",Symphonies - Hob I:60,12 parts,"6, 6, 5, 1, 5, 3, 3, 2, 2, 2, 2, 2f.",240002360,01
"","","",3 parts,"6, 6, 5f.","",02
Mus.2577,"Haydn, Joseph",Symphonies - Hob I:61,12 parts,"3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2f.",240002361,01
Mus.2554,"Haydn, Joseph",Symphonies - Hob I:63,10 parts,"3, 3, 2, 2, 1, 2, 1, 1, 1, 2f.",240002362,01
"","","",3 parts,"1, 1, 1f.","",02
"","","",1 part,4f.,"",03
"","","",2 parts,"3, 3f.","",04
Mus.2547,"Haydn, Joseph",Symphonies - Hob I:69,13 parts,"7, 7, 5, 6, 4, 4, 4, 4, 3, 3, 2, 2, 1f.",240002363,01
"","","",1 part,4f.,"",02
Mus.2553,"Haydn, Joseph",Symphonies - Hob I:71,10 parts,"3, 3, 3, 3, 1, 1, 1, 1, 1, 1f.",240002364,01
"","","",2 parts,"5, 5f.","",02
"","","",2 parts,"4, 4f.","",03
"","","",1 part,2f.,"",04
Mus.2552,"Haydn, Joseph","Symphonies - strings, winds, cemb; Hob I:75",10 parts,"2, 2, 2, 2, 1, 1, 1, 1, 1, 1f.",240002365,01
"","","",2 parts,"4, 4f.","",02
"","","",2 parts,"4, 4f.","",03
Mus.2561,"Haydn, Joseph",Symphonies - Hob I:76,2 parts,"4, 2f.",240002366,01
"","","",5 parts,"4, 4, 4, 2, 2f.","",02
"","","",3 parts,"3, 2, 2f.","",03
"","","",1 part,3f.,"",04
Mus.2566,"Haydn, Joseph",Symphonies - Hob I:77,9 parts,"4, 4, 3, 3, 3, 3, 3, 2, 2f.",240002367,01
"","","",1 part,4f.,"",02
"","","",3 parts,"1, 1, 1f.","",03
"","","",2 parts,"7, 6f.","",04
"","","",1 part,2f.,"",05
Mus.2576,"Haydn, Joseph",Symphonies - Hob I:78,10 parts,"5, 5, 3, 3, 2, 3, 3, 2, 2, 2f.",240002368,01
"","","",4 parts,"5, 5, 4, 4f.","",02
Mus.2573,"Haydn, Joseph",Symphonies - Hob I:88,14 parts,"4, 3, 2, 4, 5, 2, 2, 2, 3, 1, 1, 1, 1, 1",240002369,01
Mus.2570,"Haydn, Joseph",Symphonies - Hob I:89,11 parts,"4, 4, 3, 3, 5, 3, 2, 2, 3, 1, 1f.",240002370,01
Mus.4618,"Haydn, Joseph",Symphonies - orch; Hob I:94,5 parts,"6, 6, 5, 4, 4f.",240002371,01
Mus.2641/1a,"Haydn, Joseph",Symphonies - Hob I:100,23 parts,"7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 5, 2, 2, 5, 5, 4, 4, 4, 4, 4, 1, 1, 1f.",240002372,01
Mus.2551,"Haydn, Michael",Symphonies - orch; MH 188,4 parts,"6, 2, 2, 4f.",240002373,01
"","","",2 parts,"6, 4f.","",02
"","","",4 parts,"4, 2, 2, 2f.","",03
"","","",1 part,5f.,"",04
Mus.2567,"Haydn, Joseph",Symphonies - Hob I:D19,8 parts,"4, 4, 4, 4, 2, 2, 2, 2f.",240002374,01
"","","",1 part,2f.,"",02
"","","",1 part,4f.,"",03
Mus.2585,"Haydn, Michael",Partitas - orch; MH 35,8 parts,"2, 2, 1, 1, 1, 1, 1, 1f.",240002375,01
"","","",2 parts,"2, 2f.","",02
Mus.5137,"Haydn, Joseph",Sonatas - Excerpts; cemb; Hob XVI:19/1,1 part,4f.,240002376,01
Mus.2631,"Haydn, Joseph",Sonatas - cemb; Hob XVI:27,1 part,9f.,240002377,01
Mus.2629,"Haydn, Joseph",Sonatas - cemb; Hob XVI:28,1 part,10f.,240002378,01
Mus.2633,"Haydn, Joseph",Sonatas - cemb; Hob XVI:29,1 part,11f.,240002379,01
Mus.2628,"Haydn, Joseph",Sonatas - cemb; Hob XVI:30,1 part,10f.,240002380,01
Mus.2630,"Haydn, Joseph",Sonatas - cemb; Hob XVI:31,1 part,9f.,240002381,01
Mus.2632,"Haydn, Joseph",Sonatas - cemb; Hob XVI:32,1 part,11f.,240002382,01
Mus.2528a,"Haydn, Joseph","Stabat mater - V (4), Coro, orch; Hob XXbis",score: 44f.,"",240002383,01
"","","",1 part,11f.,"",02
"","","",12 parts,"8, 7, 6, 6, 12, 12, 10, 12, 3, 3, 2, 2f.","",03
Mus.2528b,"Haydn, Joseph","Stabat mater - Arr; V (4), Coro, orch; Hob XXbis",score: 42f.,"",240002384,01
"","","",6 parts,"13, 13, 12, 5, 6, 6f.","",02
"","","",2 parts,"16, 4f.","",03
Mus.2528c,"Haydn, Joseph","Stabat mater - V (4), Coro, orch; Hob XXbis",4 parts,"13, 13, 13, 13f.",240002385,01
Mus.2602,"Haydn, Joseph","Trios - Arr; vl, cemb; Hob XV:C1",2 parts,"3f., 6f.",240002386,01
Mus.2622,"Haydn, Joseph","Trios - vl (2), b; Hob V:16",3 parts,"4, 2, 2f.",240002387,01
Mus.2621,"Haydn, Joseph","Trios - vl (2), b; Hob V:18",3 parts,"4, 2, 2f.",240002388,01
Mus.2634,"Haydn, Joseph",Variations - cemb; Hob XVII:8,part,2f.,240002389,01
Mus.2647,"Haydn, Michael","Tres sunt qui testimonium dant in caelo - V (4), Coro, orch; MH 183",score: 12f.,"",240002390,01
Mus.2653,"Heine, Samuel Friedrich","Auferstehn ja auferstehn wirst du mein Staub - V (5), orch",23 parts,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1f.",240002391,01
Mus.2655,"Heine, Samuel Friedrich","Magnificat - S (2), Coro, orch",score: 68f.,"",240002392,01
"","","",33 parts,"13, 11, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 8, 4, 4, 3, 3, 4, 4, 5, 5, 3, 3, 2, 2, 3, 2f.","",02
Mus.2661,"Heine, Samuel Friedrich",Oberon - Arr; pf,short score: 12 f.,"",240002393,01
Mus.2661,"Heine, Samuel Friedrich",Oberon - orch,19 parts,"7 f., 7, 7 f., 6, 6 f., 4 f., 6 f., 6 f., 6 f., 4 f., 6 f., 6 f., 3 f., 3 f., 2 f., 2 f., 2 f., 2 f., 2 f.",240002394,01
Mus.2656,"Heine, Samuel Friedrich","Salve regina - S, Coro, orch",score: 16f.,"",240002395,01
"","","",34 parts,"4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1,, 1f.","",02
Mus.2668,Hendrich,"Concertos - fag, orch",9 parts,"2, 4, 4, 2, 2, 2, 2, 1, 1f.",240002396,01
Mus.2669,Hendrich,"Concertos - fl, orch; GroF 1758",8 parts,"3, 2, 2, 2, 2, 1, 1, 1f.",240002397,01
Mus.2671,Hendrich,"Quintets - ob, fag, strings",5 parts,"2, 1, 1, 1, 1f.",240002398,01
Mus.2670,Hendrich,"Quintets - fl, ob, strings",5 parts,"2, 1, 1, 1, 1f.",240002399,01
Mus.2672,Hendrich,"Quintets - fl, ob, strings",5 parts,"2, 1, 1, 1, 1f.",240002400,01
Mus.2666,Hendrich,Symphonies,10 parts,"2, 2, 2, 2, 1, 1, 2, 2, 1, 1f.",240002401,01
Mus.2665,Hendrich,Symphonies,8 parts,"2, 2, 2, 2, 1, 1, 1, 1f.",240002402,01
Mus.2667,Hendrich,Symphonies,8 parts,"2, 2, 2, 2, 1, 1, 1, 1f.",240002403,01
Mus.2692,"Herschel, William",Symphonies,9 parts,"2, 2, 2, 2, 2, 1, 1, 1, 1f.",240002404,01
Mus.2762,"Hertel, Johann Wilhelm","Concertos - cemb, strings, bc; DieH p.210-211",5 parts,"6, 2, 2, 2, 2f.",240002405,01
Mus.2763/1,"Hertel, Johann Wilhelm","Concertos - cemb, strings; DieH p.212-213",5 parts,"6, 2, 2, 2, 2f.",240002406,01
Mus.2768,"Hertel, Johann Christian","Concertos - vl, strings, bc; DieH p.43",5 parts,"2, 1, 1, 1, 1f.",240002407,01
Mus.2769,"Hertel, Johann Christian","Concertos - vl, strings; DieH p.43-44",5 parts,"2, 1, 1, 1, 1f.",240002408,01
Mus.2763/2,"Hertel, Johann Wilhelm","Concertos - cemb, strings; DieH p.214",5 parts,"6, 2, 2, 2, 2f.",240002409,01
Mus.2784,"Hertel, Johann Christian","Intradas - strings, winds, timp; DieH p.30",8 parts,"1, 1, 1, 1, 1, 1, 1, 1f.",240002410,01
Mus.2761,"Hertel, Johann Christian","Suites - strings, woodwinds, cemb; DieH p.8",7 parts,"2 f., 2 f., 2 f., 2 f., 2 f., 2 f., 2 f.",240002411,01
Mus.2760,"Hertel, Johann Christian","Suites - strings, woodwinds, cemb; DieH p.9-10",7 parts,"2 f., 2 f., 2 f., 2 f., 2 f., 2, 1 f., 2 f.",240002412,01
Mus.2759/2,"Hertel, Johann Christian","Symphonies - vl (2), vla, b; DieH p.21",score: 2f.,"",240002413,01
Mus.2757,"Hertel, Johann Christian","Symphonies - vl (2), vla, bc; DieH p.20",4 parts,"1, 1, 1, 1f.",240002414,01
Mus.2754,"Hertel, Johann Christian","Symphonies - strings, brasses, bc; DieH p.23",6 parts,"2, 2, 1, 1, 1, 1f.",240002415,01
Mus.2753,"Hertel, Johann Christian",Symphonies - orch; DieH p.27,1 score: 5 f.,"",240002416,01
"","","",12 parts,"","",02
Mus.2750,"Hertel, Johann Christian","Symphonies - vl (2), vla, bc; DieH p.22",4 parts,"1, 1, 1, 1f.",240002417,01
Mus.2747,"Hertel, Johann Christian",Symphonies - DieH p.14,10 parts,"2, 2, 2, 2, 2, 2, 2, 2, 1, 1f.",240002418,01
Mus.2737,"Hertel, Johann Christian","Symphonies - strings, brasses, timp; DieH p.26",8 parts,"1, 1, 1, 1, 1, 1, 1, 1f.",240002419,01
Mus.2736,"Hertel, Johann Christian","Symphonies - strings, brasses, timp; DieH p.25",8 parts,"2, 2, 2, 2, 1, 1, 1, 1f.",240002420,01
Mus.2743,"Hertel, Johann Christian","Symphonies - strings, brasses, timp; DieH p.26-27",8 parts,"1, 1, 1, 1, 1, 1, 1, 1f.",240002421,01
Mus.2730,"Hertel, Johann Christian","Symphonies - vl (2), vla, b; DieH p.21-22",4 parts,"2, 2, 2, 2f.",240002422,01
Mus.2759,"Hertel, Johann Christian","Symphonies - vl (2), vla, bc; DieH p.28",4 parts,"1, 1, 1, 1f.",240002423,01
Mus.2748,"Hertel, Johann Christian","Symphonies - strings, brasses, bc; DieH p.28-29",6 parts,"2, 2, 1, 1, 1, 1f.",240002424,01
Mus.2751,"Hertel, Johann Christian",Symphonies - DieH p.29,7 parts,"1, 1, 1, 2, 2, 2, 1f.",240002425,01
Mus.2755,"Hertel, Johann Christian",Symphonies - DieH p.16,10 parts,"2, 2, 2, 2, 1, 1, 2, 2, 1, 1f.",240002426,01
Mus.2749,"Hertel, Johann Christian",Symphonies - DieH p.15,10 parts,"2, 2, 2, 2, 2, 2, 2, 2, 1, 1f.",240002427,01
Mus.2759/1,"Hertel, Johann Christian","Symphonies - vl (2), vla, b; DieH p.31",score: 2f.,"",240002428,01
Mus.2741,"Hertel, Johann Christian","Suites - orch, bc; DieH p.17",9 parts,"2, 2, 2, 2, 2, 2, 2, 1, 1f.",240002429,01
"","","",1 part,2f.,"",02
Mus.2742,"Hertel, Johann Christian","Symphonies - vl (2), vla, bc; DieH p.30-31",4 parts,"1, 1, 1, 1f.",240002430,01
Mus.2746,"Hertel, Johann Christian","Suites - orch, bc; DieH p.18",10 parts,"2, 2, 2, 2, 1, 1, 1, 1, 2, 2f.",240002431,01
Mus.2752,"Hertel, Johann Christian","Symphonies - vl (2), vla, bc; DieH p.33",4 parts,"2, 2, 2, 2f.",240002432,01
Mus.2745,"Hertel, Johann Christian","Symphonies - vl (2), vla, bc; DieH p.31-32",4 parts,"1, 1, 1, 1f.",240002433,01
Mus.2740,"Hertel, Johann Christian","Symphonies - vl (2), vla, b; DieH p.32",4 parts,"2, 2, 2, 2f.",240002434,01
Mus.2725,"Hertel, Johann Christian","Suites - orch, bc; DieH p.19-20",6 parts,"1, 1, 1, 1, 1, 1f.",240002435,01
Mus.2729,"Hertel, Johann Christian","Symphonies - vl (2), vla, b; DieH p.34-35",4 parts,"2, 2, 2, 2f.",240002436,01
Mus.2773,"Hertel, Johann Christian","Sonatas - fl, vla da gamba, cemb; DieH p.57",2 parts,"2, 2f.",240002437,01
Mus.2772/1,"Hertel, Johann Christian","Trios - vl, fl, bc; DieH p.56",score: 2f.,"",240002438,01
Mus.2767,"Hertel, Johann Christian","Concertos - vl, strings, bc; DieH p.39-40",5 parts,"4, 2, 2, 2, 2f.",240002439,01
Mus.298,"Hertel, Johann Christian","Concertos - vl, strings, bc; DieH p.40",5 parts,"5, 2, 2, 2, 2f.",240002440,01
Mus.2770,"Hertel, Johann Christian","Concertos - vl, strings, bc; DieH p.41-42",5 parts,"4, 2, 2, 2, 2f.",240002441,01
Mus.2765,"Hertel, Johann Christian","Concertos - vl, strings, b; DieH p.41",1 score: 6 f.,"",240002442,01
Mus.2764,"Hertel, Johann Christian","Concertos - vl, strings, b; DieH p.42",1 score: 6 f.,"",240002443,01
Mus.2766,"Hertel, Johann Christian","Concertos - vl, strings, bc; DieH p.44",5 parts,"4, 3, 2, 2, 2f.",240002444,01
Mus.2735,"Hertel, Johann Christian","Symphonies - strings, fl (2), b; DieH p.12-13",6 parts,"1, 1, 1, 1, 1, 1f.",240002445,01
Mus.2694,"Hertel, Johann Christian",Symphonies - DieH p.23-24,10 parts,"2, 2, 2, 2, 2, 2, 1, 1, 1, 1f.",240002446,01
Mus.2781,"Hertel, Johann Wilhelm","A trionfar mi chiama - S, orch; DieH p.103",score: 12f.,"",240002447,01
"","","",8 parts,"2, 2, 2, 2, 1, 1, 1, 1f.","",02
Mus.2783,"Hertel, Johann Wilhelm","Ah se provar mi vuoi - S, strings, b; DieH p.101",score: 8f.,"",240002448,01
"","","",5 parts,"2, 2, 2, 2, 2f.","",02
Mus.2778,"Hertel, Johann Wilhelm","Cara Cetra ah pur tu sei - S, orch, pf; DieH p.104-105",part,2f.,240002449,01
"","","",5 parts,"2, 1, 1, 1, 1f.","",02
Mus.2780,"Hertel, Johann Wilhelm","Quanto mai felici siete - S, orch, bc; DieH p.111",score: 8f.,"",240002450,01
"","","",6 parts,"2, 2, 2, 2, 2, 2f.","",02
Mus.2782,"Hertel, Johann Wilhelm","Se a ciascun l'interno affanno - S, strings; DieH p.113",score: 6f.,"",240002451,01
"","","",5 parts,"2, 2, 2, 2, 2f.","",02
Mus.2702,"Hertel, Johann Wilhelm","Auf laßt den Sterblichen der Erden - V (4), Coro, orch; DieH p.80-81",23 parts,"7, 6, 5, 8, 8, 8, 8, 8, 8, 8, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2f.",240002452,01
"","","",1 part,1f.,"",02
Mus.2704,"Hertel, Johann Wilhelm","Hoffnung und Wünsche der Nachwelt - V (3), Coro, orch; DieH p.89-91",24 parts,"9, 2, 13, 2, 10, 6, 6, 6, 4, 4, 4, 2, 2, 4, 4, 3, 3, 2, 2, 2, 8, 2, 6, 5f.",240002453,01
Mus.2696,"Hertel, Johann Wilhelm","Die ihr das Glück genießet - V (4), Coro, orch; DieH p.76-78",21 parts,"5, 4, 2, 4,, 9, 8, 8, 8, 6, 10, 5, 5, 5, 4, 4, 4, 4, 3, 3, 3, 3f.",240002454,01
Mus.2703,"Hertel, Johann Wilhelm","Der Sieg der Liebe - V (4), Coro, orch; DieH p.84-88",25 parts,"18, 19, 12, 10, 4, 6, 6, 6, 17, 19, 17, 19, 15, 23, 11, 9, 7, 5, 5, 7, 7, 1, 1, 1, 1f.",240002455,01
Mus.2701,"Hertel, Johann Wilhelm","Religion und Freude - V (4), Coro, orch; DieH p.88-89",24 parts,"8, 9, 3, 5, 7, 7, 7, 7, 7, 8, 4, 4, 4, 3, 3, 2, 2, 2, 2f.",240002456,01
Mus.2699,"Hertel, Johann Wilhelm","Ermuntert euch zur Freude wieder - V (2), Coro, orch; DieH p.72-73",19 parts,"6, 2, 5, 6, 6, 6, 6, 6, 8, 4, 4, 6, 3, 3, 2, 2, 1f.",240002457,01
Mus.2695,"Hertel, Johann Wilhelm","Euch die ihr menschlich denkt - V (4), Coro, orch; DieH p.78-81",19 parts,"11, 8, 4, 6, 8, 8, 8, 8, 8, 6, 10, 5, 5, 4, 4, 2, 2, 2, 2f.",240002458,01
"","","",part,5f.,"",02
"","","",part,2f.,"",03
Mus.2697,"Hertel, Johann Wilhelm","Das Band der Religion der Güte und der Freude - V (3), Coro maschile, orch; DieH p.70-72",23 parts,"8, 8, 6, 7, 7, 7, 7, 6, 9, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 7f.",240002459,01
"","","",1 part,1f.,"",02
Mus.2700,"Hertel, Johann Wilhelm","Die Freude der Weisen - V (3), Coro, orch; DieH p.82-84",20 parts,"6, 6, 6, 6, 6, 6, 6, 6, 8, 6, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2f.",240002460,01
Mus.2698,"Hertel, Johann Wilhelm","Jauchzt Musen euer Schutzgott lebet - V (2), Coro, orch; DieH p.74-76",19 parts,"16, 4, 4, 6, 8, 8, 8, 8, 7, 9, 10, 4, 4, 4, 4, 5, 3, 3, 6f., 1, 1f.",240002461,01
"","","",2 parts,"1, 1f.","",02
Mus.2706,"Hertel, Johann Wilhelm","O schönstes Glück das dieser Tag verspricht - S, Coro, orch; DieH p.96-97",score: 16f.,"",240002462,01
"","","",12 parts,"2, 1, 1, 1, 2, 2, 2, 2, 2, 2,, 1, 1f.","",02
Mus.2705,"Hertel, Johann Wilhelm","Willkommen Tag des Segens und der Freude - V (3), Coro, orch; DieH p.91-93",9 parts,"9, 4, 8, 8, 6, 6, 4, 4, 6f.",240002463,01
Mus.2798/3,"Hertel, Johann Wilhelm","Breit aus der - V (X), strings, fl (2); DieH p.188",5 parts,"1, 1, 1, 1, 1f.",240002464,01
Mus.2797,"Hertel, Johann Wilhelm","Christus der ist mein Leben - V (4), Coro, orch; DieH p.171",score: 15f.,"",240002465,01
"","","",21 parts,"1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 3, 4, 3, 3, 4, 2, 2, 1, 2f.","",02
"","","",score: 15f.,"","",03
2 an Mus.2787,"Westenholz, Carl August Friedrich","Herr Jesu Licht der Heiden - Excerpts; V (4), Coro, orch",score: 14f.,"",240002466,01
Mus.2793,"Hertel, Johann Wilhelm","Der unsre Menschheit an sich nahm - V (4), Coro, orch; DieH p.172-173",score: 28f.,"",240002467,01
"","","",score: 40f.,"","",02
"","","",27 parts,"8, 8, 6, 8, 4, 6, 6, 4, 4, 4, 4, 4, 4, 3, 3, 3, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2f.","",03
"","","",score: 28f.,"","",04
"","","",18 parts,"6, 2, 4, 4, 4, 4, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1f.","",05
Mus.2794,"Hertel, Johann Wilhelm","Herzlich lieb hab ich dich o Herr - V (4), Coro, orch; DieH p.173-175",score: 22f.,"",240002468,01
"","","",score: 23f.,"","",02
"","","",22 parts,"4, 6, 6, 4, 6, 4, 3, 2, 2, 3, 3, 3, 3, 1, 1, 1, 1, 2, 2, 1, 1, 5","",03
"","","",12 parts,"4, 4, 4, 4, 3, 3, 3, 3, 1, 1, 1, 1f.","",04
Mus.2790,"Hertel, Johann Wilhelm","Ich freue mich in dir - V (4), Coro, orch; DieH p.175-176",score: 7f.,"",240002469,01
"","","",score: 20f.,"","",02
"","","",17 parts,"3, 3, 3, 4, 2, 3, 4, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1f.","",03
"","","",12 parts,"2, 1, 1, 1, 2, 2, 1, 3, 1, 1, 1, 1f.","",04
Mus.2787,"Hertel, Johann Wilhelm","Ich ruf' zu dir Herr Jesu Christ - V (4), Coro, orch; DieH p.176-178",score: 26f.,"",240002470,01
"","","",score: 24f.,"","",02
"","","",14 parts,"6, 6, 2, 2, 2, 4, 4, 2, 2, 2, 2, 2, 1, 1f.","",03
"","","",17 parts,"2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 3f.","",04
"","","",10 parts,"8, 4, 8, 8, 6, 6, 7, 5, 5, 2f.","",05
"","","",score: 34f.,"","",06
Mus.2788,"Hertel, Johann Wilhelm","In allen meinen Taten - V (4), Coro, orch; DieH p.178-179",score: 25f.,"",240002471,01
"","","",score: 32f.,"","",02
"","","",24 parts,"5, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 6, 5, 6, 5, 4, 6, 6, 4, 5, 3f.","",03
Mus.2796,"Hertel, Johann Wilhelm","Ist Gott für mich so trete gleich alles wider mich - V (4), Coro, orch; DieH p.179-181",score: 54f.,"",240002472,01
"","","",15 parts,"4, 3, 4, 3, 6, 6, 4, 4, 4, 3, 3, 2, 2, 4, 4f.","",02
"","","",score: 76f.,"","",03
"","","",18 parts,"11, 11, 6, 9, 10, 9, 8, 6, 6, 4, 6, 5, 3, 3, 2, 2, 2, 2f.","",04
Mus.2795,"Hertel, Johann Wilhelm",Jesu meine Freude - DieH p.181-182,score: 28f.,"",240002474,01
"","","",13 parts,"6, 2, 6, 2, 4, 4, 3, 4, 2, 2, 1, 1, 1f.","",02
"","","",score: 42f.,"","",03
"","","",7 parts,"8, 7, 4, 3, 7, 2, 2f.","",04
Mus.2791,"Hertel, Johann Wilhelm","Jesus meine Zuversicht - V (4), Coro, orch; DieH p.182-184",score: 45f.,"",240002475,01
"","","",score: 33f.,"","",02
"","","",18 parts,"9, 6, 8, 5, 6, 8, 5, 2, 4, 4, 3, 2, 2, 2, 2, 2, 2, 1","",03
"","","",2 parts,"9, 6f.","",04
"","","",22 parts,"8, 5, 8, 6, 5, 5, 4, 4, 3, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1f.","",05
