ID,588,Holdings
"<a href=""https://muscat.rism.info/admin/sources/1001159773"">1001159773</a>",Pl-Kk.III.473,PL-Kk; PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001159776"">1001159776</a>",Pl-Kk.III.356,PL-Kk; PL-Kk; PL-Kk; PL-Kk; PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001159779"">1001159779</a>",Pl-Kk.III.17,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001159793"">1001159793</a>",PL-Wtm: A.23.755,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001159822"">1001159822</a>",Pl-Wnifc 6854n,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001159823"">1001159823</a>",Pl-Kk.III.15,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001159967"">1001159967</a>",Pl-Kk.III.84,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001160003"">1001160003</a>",Pl-Kk.III.16,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001161046"">1001161046</a>",Pl-Kk.III.128,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001161099"">1001161099</a>",PL-Kk.III.398,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001161102"">1001161102</a>",PL-Kk.III.399,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001161167"">1001161167</a>",Pl-Wumfc N16982,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001161193"">1001161193</a>",PL-Kk.III.400,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001161204"">1001161204</a>",Pl-Wumfc N18053,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001161214"">1001161214</a>",PL-Kk.III.400,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001161231"">1001161231</a>",Pl-Wumfc N20739,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001161236"">1001161236</a>",Pl-Kk.III.403,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001161285"">1001161285</a>",Pl-Kk.III.131,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001161296"">1001161296</a>",Pl-Kk.III.132,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001161355"">1001161355</a>",Pl-Wumfc N20769,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001161375"">1001161375</a>",Pl-Wumfc N25392,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001161411"">1001161411</a>",Pl-Kk.III.133,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001161806"">1001161806</a>",Pl-Wtm A-43.15499,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001161807"">1001161807</a>",Pl-Wtm A-43.15399,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001161891"">1001161891</a>",Pl-Wumfc N25413,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001161926"">1001161926</a>",Pl-Wumfc N25419,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001161929"">1001161929</a>",Pl-Wumfc N30966 N30967,PL-Wumfc; PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001161970"">1001161970</a>",Pl-Wumfc N30968,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162007"">1001162007</a>",Pl-Wtm A.44.607-03,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001162059"">1001162059</a>",Pl-Wumfc N30982,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162210"">1001162210</a>",Pl-Wumfc N31551,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162218"">1001162218</a>",Pl-Kk.III.341,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001162233"">1001162233</a>",Pl-Wumfc N32250,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162252"">1001162252</a>",Pl-Wumfc N32261,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162259"">1001162259</a>",Pl-Kk.III.87,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001162260"">1001162260</a>",Pl-Wumfc N32999,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162261"">1001162261</a>",Pl-Kk.III.88,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001162328"">1001162328</a>",Pl-Wumfc N34221,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162339"">1001162339</a>",Pl-Wumfc N34222,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162353"">1001162353</a>",Pl-Wumfc N34876,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162361"">1001162361</a>",Pl-Wumfc N35553,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162503"">1001162503</a>",Pl-Wumfc N39186,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162595"">1001162595</a>",Pl-Wumfc N39188,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162596"">1001162596</a>",Pl-Wumfc N39189,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162597"">1001162597</a>",Pl-Wumfc N39935,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162638"">1001162638</a>",Pl-Wumfc N40020,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162748"">1001162748</a>",Pl-Wumfc N42949,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162749"">1001162749</a>",Pl-Wumfc N42950,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162750"">1001162750</a>",Pl-Wumfc N42951,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162751"">1001162751</a>",Pl-Wumfc N3355-1 N3355-2,PL-Wumfc; PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001162891"">1001162891</a>",Pl-Wumfc N33617,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001163899"">1001163899</a>",PL-Wtm A.36.507-86,A-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001164033"">1001164033</a>",PL-Wumfc: N50551,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001164036"">1001164036</a>",Pl-Kk.III.441,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001164065"">1001164065</a>",PL-Wtm A.36.516-86,A-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001164098"">1001164098</a>",Pl-Kk.III.439,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001164105"">1001164105</a>",PL-Wtm without shelfmark,PL-Wtfc
"<a href=""https://muscat.rism.info/admin/sources/1001164167"">1001164167</a>",HR-Gspp-NOTE-015,HR-Gspp
"<a href=""https://muscat.rism.info/admin/sources/1001164169"">1001164169</a>",HR-Gspp-NOTE-016,HR-Gspp
"<a href=""https://muscat.rism.info/admin/sources/1001164170"">1001164170</a>",HR-Gspp-NOTE-017,HR-Gspp
"<a href=""https://muscat.rism.info/admin/sources/1001164171"">1001164171</a>",HR-Gspp-NOTE-018,HR-Gspp
"<a href=""https://muscat.rism.info/admin/sources/1001164178"">1001164178</a>",Pl-Kk Kk.III.393,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001164218"">1001164218</a>",HR-Gspp-NOTE-019,HR-Gspp
"<a href=""https://muscat.rism.info/admin/sources/1001164220"">1001164220</a>",HR-Gspp-NOTE-020,HR-Gspp
"<a href=""https://muscat.rism.info/admin/sources/1001164222"">1001164222</a>",HR-Gspp-NOTE-021,HR-Gspp; PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001164226"">1001164226</a>",HR-Gspp-NOTE-022,HR-Gspp
"<a href=""https://muscat.rism.info/admin/sources/1001164246"">1001164246</a>",Pl-Kk.III.206,PL-Kk; PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001164248"">1001164248</a>",Pl-Kk.III.208,PL-Kk; PL-Kk; PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001164249"">1001164249</a>",Pl-Kk.III.211,PL-Kk; PL-Kk; PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001165392"">1001165392</a>",Pl-Wumfc N42952,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001165408"">1001165408</a>",Pl-Wumf N42954,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001165420"">1001165420</a>",Pl-Wumfc N42955,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001165503"">1001165503</a>",A.31.455-79,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001165509"">1001165509</a>",Pl-Wnifc 504n,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001165576"">1001165576</a>",Pl-Wumfc N42956,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001165630"">1001165630</a>",Pl-Wumfc N42957,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001165633"">1001165633</a>",Pl-Kk.III.64,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001165634"">1001165634</a>",Pl-Wumfc N42958,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001165752"">1001165752</a>",Pl-Wumfc N42961,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001165760"">1001165760</a>",Pl-Wumfc N42962,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001165770"">1001165770</a>",Pl-Wumfc N42963,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001166140"">1001166140</a>",CH-BEI SLA-Mus-PF D-1-a-3,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001166419"">1001166419</a>",Pl-KK Kk.III.401,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001166586"">1001166586</a>",Pl-Wumfc N42966,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001166597"">1001166597</a>",Pl-Wumfc N42970,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001166611"">1001166611</a>",Pl-Wumfc N42974,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001166628"">1001166628</a>",Pl-Wumfc N42980,PL-Wumfc; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001166631"">1001166631</a>",Pl-Wumfc N42982,PL-Wumfc; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001166632"">1001166632</a>",Pl-Wumfc N42983,PL-Wumfc; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001166678"">1001166678</a>",CH-BEI SLA-Mus-PF E-1-D-1-b-1,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001166689"">1001166689</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-19,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001166740"">1001166740</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-01,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001166757"">1001166757</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-131,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001166814"">1001166814</a>",Pl-Wumfc N42986,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001166816"">1001166816</a>",Pl-Wumfc N42987,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001166819"">1001166819</a>",Pl-Wumfc N42988,PL-Wumfc; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001166820"">1001166820</a>",Pl-Wumfc N42989,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001166821"">1001166821</a>",Pl-Wumfc N42990,PL-Wumfc; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001166844"">1001166844</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-132,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001166858"">1001166858</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-30,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001166894"">1001166894</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-14,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001166924"">1001166924</a>",Pl-Wumfc N42991,PL-Wumfc; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001166926"">1001166926</a>",Pl-Wumfc N42992,PL-Wumfc; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001166927"">1001166927</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-32,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001166943"">1001166943</a>",Pl-Wumfc N42993,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001166948"">1001166948</a>",Pl-Wumfc N42994,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001166950"">1001166950</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-07,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001166951"">1001166951</a>",Pl-Wumfc N42995,PL-Wumfc; PL-ŁŹu
"<a href=""https://muscat.rism.info/admin/sources/1001166953"">1001166953</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-29,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001166980"">1001166980</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-15,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001166981"">1001166981</a>",Pl-Wumfc N42996,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001166985"">1001166985</a>",Pl-Wumfc N42997,PL-Wumfc; PL-ŁŹu
"<a href=""https://muscat.rism.info/admin/sources/1001167010"">1001167010</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-39,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001167034"">1001167034</a>",Pl-Wumfc N42998,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167039"">1001167039</a>",Pl-Wumfc N42999,PL-Wumfc; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001167044"">1001167044</a>",Pl-Wumfc N43000,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167046"">1001167046</a>",Pl-Wumfc N43001,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167106"">1001167106</a>",Pl-Wumfc N430002,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167118"">1001167118</a>",Pl-Wumfc N43003,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167124"">1001167124</a>",Pl-Wumfc N43000,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167154"">1001167154</a>",Pl-Wumfc N43005,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167158"">1001167158</a>",Pl-Wumfc N43006,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167162"">1001167162</a>",Pl-Wumfc N43007,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167164"">1001167164</a>",Pl-Wumfc 43008N,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167167"">1001167167</a>",Pl-Wumfc 43009N,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167169"">1001167169</a>",Pl-Wumfc 43010N,PL-Wumfc; PL-ŁŹu
"<a href=""https://muscat.rism.info/admin/sources/1001167171"">1001167171</a>",Pl-Wumfc 43011N,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167172"">1001167172</a>",Pl-Wumfc 43012N,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167173"">1001167173</a>",Pl-Wumfc 43014N,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167178"">1001167178</a>",Pl-Wumfc N43015,PL-Wumfc; PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001167181"">1001167181</a>",Pl-Wumfc N43016,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167182"">1001167182</a>",Pl-Wumfc N43017,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167187"">1001167187</a>",Pl-Wumfc N43018,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167189"">1001167189</a>",Pl-Wumfc N43021,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167190"">1001167190</a>",Pl-Wumfc N43022,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167192"">1001167192</a>",Pl-Wumfc N43023,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167194"">1001167194</a>",Pl-Wumfc N43024,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167196"">1001167196</a>",Pl-Wumfc N43028,PL-Wumfc; PL-ŁŹu
"<a href=""https://muscat.rism.info/admin/sources/1001167198"">1001167198</a>",Pl-Wumfc N43029,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167200"">1001167200</a>",Pl-Wumfc N43030,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167201"">1001167201</a>",Pl-Wumfc N43031,PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001167243"">1001167243</a>",PL-WtmA.26.859-72,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001167532"">1001167532</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-02,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001167538"">1001167538</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-40,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001167550"">1001167550</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-31,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001167552"">1001167552</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-16,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001167562"">1001167562</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-56,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001167572"">1001167572</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-04,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001167698"">1001167698</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-50,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001167700"">1001167700</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-55,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001167703"">1001167703</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-27,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001167724"">1001167724</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-28,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001167728"">1001167728</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-48,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001167736"">1001167736</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-05,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001168057"">1001168057</a>",Pl-Kk.III.66,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001168080"">1001168080</a>",Pl-Wtm A.27.654-73,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001169053"">1001169053</a>",Pl-Kk Kk.III.248,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001169055"">1001169055</a>",Pl-Kk Kk.III.243,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001169623"">1001169623</a>",CH-BEI SLA-Mus-PF D-1-b-4,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001169627"">1001169627</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-53,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001169630"">1001169630</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-45,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001169631"">1001169631</a>",CH-BEI SLA-Mus-PF E-1-D-1-a-10,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001169633"">1001169633</a>",Maq 258,CH-BEl
"<a href=""https://muscat.rism.info/admin/sources/1001169777"">1001169777</a>",Pl-Kk.III.67,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001169843"">1001169843</a>",PL-WtmA.27.883-73,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170109"">1001170109</a>",Pl-Wtm A.28.74674,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170125"">1001170125</a>",Pl-Wtm A.31.533-79,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170148"">1001170148</a>",Pl-Wtm A.31.539-79,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170150"">1001170150</a>",Pl-Wtm A.31.547-79,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170161"">1001170161</a>",Pl-Wtm A.31.553-79,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170163"">1001170163</a>",Pl-Wtm A.31.554-79,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170166"">1001170166</a>",Pl-Wtm A.31.557-79,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170171"">1001170171</a>",Pl-Wtm A.31.558-79,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170173"">1001170173</a>",Pl-Wtm A.31.561-79,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170175"">1001170175</a>",Pl-Wtm A.31.562-79,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170175"">1001170175</a>",Pl-Wtm A.40.494.94,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170180"">1001170180</a>",Pl-Wtm A.31.563-79,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170197"">1001170197</a>",Pl-Wtm A.31.643-79,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170218"">1001170218</a>",Pl-Wtm A.31.672-79,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170225"">1001170225</a>",Pl-Wtm A.31.673-79,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170237"">1001170237</a>",Pl-Wtm A.31.810-80,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170246"">1001170246</a>",Pl-Wtm A.31.902-80,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170262"">1001170262</a>",Pl-Wtm A.31.908-80,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170272"">1001170272</a>",Pl-Wtm A.31.955-80,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170281"">1001170281</a>",Pl-Wtm A.31.965-80,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001170491"">1001170491</a>",Pl-Kk.III.68,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001170643"">1001170643</a>",PL-Kk.III.6,PL-Kk; PL-Kk; PL-Kk; PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001170646"">1001170646</a>",PL-Kk.III.7,PL-Kk; PL-Kk; PL-Kk; PL-Kk; PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001170661"">1001170661</a>",PL-Kk.III.89,PL-Kk; PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001171294"">1001171294</a>",PL-Kk.III.91,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001171295"">1001171295</a>",PL-Kk.III.361-1,PL-Kk; PL-Kk; PL-Kk; PL-Kk; PL-Kk; PL-Kk; PL-Kk; PL-Kk; PL-Kk; PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001171339"">1001171339</a>",PL-Kk.III.92,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001171369"">1001171369</a>",PL-Kk.III.93,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001171424"">1001171424</a>",PL-Kk.III.97,PL-Kk; I-BREd
